State,Date,PopulationEst_2021,LandArea_sqkm,new_case,new_death,Recovered,Total_Confirmed,Total_Confirmed_per10000,Total_Confirmed_per100SqKm,Total_Recovered,Total_Deceased,Total_Deceased_per10000,Total_Deceased_per100SqKm,Total_Tested,First_Dose_Administered,Partial_Vaccination_per100,Second_Dose_Administered,Full_Vaccination_per100,Male_Vaccinated,Female_Vaccinated,Transgender_Vaccinated,Total_Covaxin_Administered,Total_CoviShield_Administered,Total_SputnikV_Administered,18-45_Age,45-60_Age,60up_Age,Total_Doses_Administered,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Jammu and Kashmir,2020-06-30,15427841,42241,260,6,137,7497,4.8594,17.7482,4722,101,0.0654661,0.239104,365058,,0,,0,,,,,,,,,,,139,330,283,340,145,7
Jammu and Kashmir,2020-07-01,15427841,42241,198,4,134,7695,4.98774,18.2169,4856,105,0.0680588,0.248574,371486,,0,,0,,,,,,,,,,,129,315,279,321,143,9
Jammu and Kashmir,2020-07-02,15427841,42241,154,10,118,7849,5.08756,18.5815,4974,115,0.0745406,0.272247,377961,,0,,0,,,,,,,,,,,127,306,274,323,139,11
Jammu and Kashmir,2020-07-03,15427841,42241,170,4,101,8019,5.19775,18.9839,5075,119,0.0771333,0.281717,385501,,0,,0,,,,,,,,,,,155,378,359,406,165,11
Jammu and Kashmir,2020-07-04,15427841,42241,227,8,68,8246,5.34488,19.5213,5143,127,0.0823187,0.300656,392919,,0,,0,,,,,,,,,,,152,359,368,408,181,9
Jammu and Kashmir,2020-07-05,15427841,42241,183,5,112,8429,5.4635,19.9545,5255,132,0.0855596,0.312493,399385,,0,,0,,,,,,,,,,,140,,351,370,246,5
Jammu and Kashmir,2020-07-06,15427841,42241,246,6,63,8675,5.62295,20.5369,5318,138,0.0894487,0.326697,406212,,0,,0,,,,,,,,,,,153,379,301,381,153,9
Jammu and Kashmir,2020-07-07,15427841,42241,256,5,81,8931,5.78889,21.143,5399,143,0.0926896,0.338534,413358,,0,,0,,,,,,,,,,,146,351,293,366,144,7
Jammu and Kashmir,2020-07-08,15427841,42241,330,6,168,9261,6.00278,21.9242,5567,149,0.0965786,0.352738,421571,,0,,0,,,,,,,,,,,109,267,263,275,130,9
Jammu and Kashmir,2020-07-09,15427841,42241,240,5,128,9501,6.15835,22.4924,5695,154,0.0998195,0.364575,429787,,0,,0,,,,,,,,,,,132,316,277,329,143,10
Jammu and Kashmir,2020-07-10,15427841,42241,387,5,91,9888,6.40919,23.4085,5786,159,0.10306,0.376412,437928,,0,,0,,,,,,,,,,,155,369,366,407,169,11
Jammu and Kashmir,2020-07-11,15427841,42241,268,10,109,10156,6.5829,24.043,5895,169,0.109542,0.400085,445169,,0,,0,,,,,,,,,,,157,377,380,407,173,9
Jammu and Kashmir,2020-07-12,15427841,42241,357,10,84,10513,6.8143,24.8881,5979,179,0.116024,0.423759,452455,,0,,0,,,,,,,,,,,143,,355,358,236,5
Jammu and Kashmir,2020-07-13,15427841,42241,314,8,116,10827,7.01783,25.6315,6095,187,0.121209,0.442698,459703,,0,,0,,,,,,,,,,,108,281,263,292,128,11
Jammu and Kashmir,2020-07-14,15427841,42241,346,8,128,11173,7.2421,26.4506,6223,195,0.126395,0.461637,466333,,0,,0,,,,,,,,,,,119,286,276,302,136,10
Jammu and Kashmir,2020-07-15,15427841,42241,493,11,114,11666,7.56165,27.6177,6337,206,0.133525,0.487678,474149,,0,,0,,,,,,,,,,,120,276,283,292,139,11
Jammu and Kashmir,2020-07-16,15427841,42241,490,16,109,12156,7.87926,28.7777,6446,222,0.143896,0.525556,481452,,0,,0,,,,,,,,,,,117,264,276,279,133,13
Jammu and Kashmir,2020-07-17,15427841,42241,601,9,112,12757,8.26882,30.2005,6558,231,0.149729,0.546862,489382,,0,,0,,,,,,,,,,,124,317,346,332,150,14
Jammu and Kashmir,2020-07-18,15427841,42241,441,5,607,13198,8.55466,31.2445,7165,236,0.15297,0.558699,498007,,0,,0,,,,,,,,,,,125,317,365,343,172,11
Jammu and Kashmir,2020-07-19,15427841,42241,701,8,646,13899,9.00904,32.9041,7811,244,0.158156,0.577638,507678,,0,,0,,,,,,,,,,,116,265,339,310,239,9
Jammu and Kashmir,2020-07-20,15427841,42241,751,10,463,14650,9.49582,34.6819,8274,254,0.164637,0.601312,518029,,0,,0,,,,,,,,,,,124,308,295,312,146,12
Jammu and Kashmir,2020-07-21,15427841,42241,608,9,181,15258,9.88991,36.1213,8455,263,0.170471,0.622618,528946,,0,,0,,,,,,,,,,,123,284,275,293,139,12
Jammu and Kashmir,2020-07-22,15427841,42241,453,10,152,15711,10.1835,37.1937,8607,273,0.176953,0.646292,537891,,0,,0,,,,,,,,,,,129,290,280,297,143,11
Jammu and Kashmir,2020-07-23,15427841,42241,718,9,102,16429,10.6489,38.8935,8709,282,0.182786,0.667598,548877,,0,,0,,,,,,,,,,,90,220,251,234,118,16
Jammu and Kashmir,2020-07-24,15427841,42241,353,14,508,16782,10.8777,39.7292,9217,296,0.191861,0.700741,559399,,0,,0,,,,,,,,,,,109,283,340,306,141,15
Jammu and Kashmir,2020-07-25,15427841,42241,523,9,300,17305,11.2167,40.9673,9517,305,0.197695,0.722047,570508,,0,,0,,,,,,,,,,,37,153,332,255,113,18
Jammu and Kashmir,2020-07-26,15427841,42241,615,7,411,17920,11.6154,42.4232,9928,312,0.202232,0.738619,581707,,0,,0,,,,,,,,,,,41,135,307,239,203,13
Jammu and Kashmir,2020-07-27,15427841,42241,470,9,474,18390,11.92,43.5359,10402,321,0.208065,0.759925,592482,,0,,0,,,,,,,,,,,121,298,289,306,143,13
Jammu and Kashmir,2020-07-28,15427841,42241,489,12,483,18879,12.237,44.6935,10885,333,0.215844,0.788334,603728,,0,,0,,,,,,,,,,,144,322,290,337,135,11
Jammu and Kashmir,2020-07-29,15427841,42241,540,15,437,19419,12.587,45.9719,11322,348,0.225566,0.823844,615380,,0,,0,,,,,,,,,,,149,342,302,338,144,11
Jammu and Kashmir,2020-07-30,15427841,42241,450,17,520,19869,12.8787,47.0372,11842,365,0.236585,0.864089,627387,,0,,0,,,,,,,,,,,178,378,305,352,140,12
Jammu and Kashmir,2020-07-31,15427841,42241,490,12,375,20359,13.1963,48.1972,12217,377,0.244363,0.892498,637515,,0,,0,,,,,,,,,,,201,454,388,442,149,12
Jammu and Kashmir,2020-08-01,15427841,42241,613,11,654,20972,13.5936,49.6484,12871,388,0.251493,0.918539,647271,,0,,0,,,,,,,,,,,27,115,323,211,51,19
Jammu and Kashmir,2020-08-02,15427841,42241,444,8,256,21416,13.8814,50.6996,13127,396,0.256679,0.937478,654117,,0,,0,,,,,,,,,,,55,143,339,252,174,11
Jammu and Kashmir,2020-08-03,15427841,42241,590,11,905,22006,14.2638,52.0963,14032,407,0.263809,0.963519,662941,,0,,0,,,,,,,,,,,107,263,294,278,78,13
Jammu and Kashmir,2020-08-04,15427841,42241,390,10,824,22396,14.5166,53.0196,14856,417,0.270291,0.987193,671413,,0,,0,,,,,,,,,,,104,250,272,261,108,12
Jammu and Kashmir,2020-08-05,15427841,42241,559,9,388,22955,14.8789,54.3429,15244,426,0.276124,1.0085,679415,,0,,0,,,,,,,,,,,81,201,249,203,95,15
Jammu and Kashmir,2020-08-06,15427841,42241,499,10,464,23454,15.2024,55.5243,15708,436,0.282606,1.03217,686808,,0,,0,,,,,,,,,,,125,275,284,298,132,12
Jammu and Kashmir,2020-08-07,15427841,42241,473,13,510,23927,15.509,56.644,16218,449,0.291032,1.06295,695620,,0,,0,,,,,,,,,,,160,361,393,395,163,10
Jammu and Kashmir,2020-08-08,15427841,42241,463,10,449,24390,15.8091,57.7401,16667,459,0.297514,1.08662,706780,,0,,0,,,,,,,,,,,79,206,387,330,135,12
Jammu and Kashmir,2020-08-09,15427841,42241,507,13,336,24897,16.1377,58.9404,17003,472,0.30594,1.1174,717110,,0,,0,,,,,,,,,,,83,184,354,313,227,9
Jammu and Kashmir,2020-08-10,15427841,42241,470,6,372,25367,16.4424,60.053,17375,478,0.309829,1.1316,725542,,0,,0,,,,,,,,,,,182,367,331,399,160,9
Jammu and Kashmir,2020-08-11,15427841,42241,564,12,604,25931,16.8079,61.3882,17979,490,0.317608,1.16001,738203,,0,,0,,,,,,,,,,,168,341,322,368,152,8
Jammu and Kashmir,2020-08-12,15427841,42241,482,8,544,26413,17.1203,62.5293,18523,498,0.322793,1.17895,750847,,0,,0,,,,,,,,,,,123,273,282,295,99,12
Jammu and Kashmir,2020-08-13,15427841,42241,536,11,779,26949,17.4678,63.7982,19302,509,0.329923,1.20499,763211,,0,,0,,,,,,,,,,,143,286,286,333,144,10
Jammu and Kashmir,2020-08-14,15427841,42241,540,11,640,27489,17.8178,65.0766,19942,520,0.337053,1.23103,775333,,0,,0,,,,,,,,,,,157,344,364,396,165,11
Jammu and Kashmir,2020-08-15,15427841,42241,532,7,734,28021,18.1626,66.336,20676,527,0.34159,1.2476,785475,,0,,0,,,,,,,,,,,31,121,329,205,74,17
Jammu and Kashmir,2020-08-16,15427841,42241,449,15,267,28470,18.4537,67.399,20943,542,0.351313,1.28311,793537,,0,,0,,,,,,,,,,,103,211,361,340,236,7
Jammu and Kashmir,2020-08-17,15427841,42241,422,6,353,28892,18.7272,68.398,21296,548,0.355202,1.29732,801329,,0,,0,,,,,,,,,,,,,,,165,8
Jammu and Kashmir,2020-08-18,15427841,42241,434,13,590,29326,19.0085,69.4254,21886,561,0.363628,1.32809,811167,,0,,0,,,,,,,,,,,,,,,164,7
Jammu and Kashmir,2020-08-19,15427841,42241,708,11,611,30034,19.4674,71.1015,22497,572,0.370758,1.35413,822574,,0,,0,,,,,,,,,,,,,,,158,9
Jammu and Kashmir,2020-08-20,15427841,42241,683,6,728,30717,19.9101,72.7184,23225,578,0.374647,1.36834,833403,,0,,0,,,,,,,,,,,,,,,154,10
Jammu and Kashmir,2020-08-21,15427841,42241,654,15,580,31371,20.334,74.2667,23805,593,0.38437,1.40385,844641,,0,,0,,,,,,,,,,,,,,,178,12
Jammu and Kashmir,2020-08-22,15427841,42241,610,15,593,31981,20.7294,75.7108,24398,608,0.394093,1.43936,855991,,0,,0,,,,,,,,,,,,,,,153,11
Jammu and Kashmir,2020-08-23,15427841,42241,666,9,434,32647,21.1611,77.2875,24832,617,0.399926,1.46067,868594,,0,,0,,,,,,,,,,,,,,,237,8
Jammu and Kashmir,2020-08-24,15427841,42241,428,7,373,33075,21.4385,78.3007,25205,624,0.404464,1.47724,877836,,0,,0,,,,,,,,,,,,,,,174,8
Jammu and Kashmir,2020-08-25,15427841,42241,701,14,389,33776,21.8929,79.9602,25594,638,0.413538,1.51038,888127,,0,,0,,,,,,,,,,,,,,,166,7
Jammu and Kashmir,2020-08-26,15427841,42241,704,19,599,34480,22.3492,81.6269,26193,657,0.425853,1.55536,902677,,0,,0,,,,,,,,,,,,,,308,157,11
Jammu and Kashmir,2020-08-27,15427841,42241,655,14,528,35135,22.7738,83.1775,26721,671,0.434928,1.5885,915226,,0,,0,,,,,,,,,,,,,232,263,140,16
Jammu and Kashmir,2020-08-28,15427841,42241,696,7,651,35831,23.2249,84.8252,27372,678,0.439465,1.60508,929733,,0,,0,,,,,,,,,,,,,,,177,11
Jammu and Kashmir,2020-08-29,15427841,42241,546,7,648,36377,23.5788,86.1178,28020,685,0.444003,1.62165,943981,,0,,0,,,,,,,,,,,,,,,155,11
Jammu and Kashmir,2020-08-30,15427841,42241,786,9,490,37163,24.0883,87.9785,28510,694,0.449836,1.64295,956733,,0,,0,,,,,,,,,,,,,,,230,8
Jammu and Kashmir,2020-08-31,15427841,42241,535,9,505,37698,24.435,89.245,29015,703,0.45567,1.66426,966412,,0,,0,,,,,,,,,,,,,,,166,9
Jammu and Kashmir,2020-09-01,15427841,42241,525,14,469,38223,24.7753,90.4879,29484,717,0.464744,1.6974,978882,,0,,0,,,,,,,,,,,,,,,165,7
Jammu and Kashmir,2020-09-02,15427841,42241,641,15,595,38864,25.1908,92.0054,30079,732,0.474467,1.73291,996481,,0,,0,,,,,,,,,,,,,,,162,9
Jammu and Kashmir,2020-09-03,15427841,42241,1079,11,680,39943,25.8902,94.5598,30759,743,0.481597,1.75895,1012892,,0,,0,,,,,,,,,,,,,,,157,12
Jammu and Kashmir,2020-09-04,15427841,42241,1047,12,676,40990,26.5689,97.0384,31435,755,0.489375,1.78736,1031316,,0,,0,,,,,,,,,,,,,,,180,14
Jammu and Kashmir,2020-09-05,15427841,42241,1251,15,489,42241,27.3797,100,31924,770,0.499098,1.82287,1051826,,0,,0,,,,,,,,,,,,,,,205,9
Jammu and Kashmir,2020-09-06,15427841,42241,1316,14,403,43557,28.2327,103.115,32327,784,0.508172,1.85602,1074998,,0,,0,,,,,,,,,,,,,,,260,7
Jammu and Kashmir,2020-09-07,15427841,42241,1013,17,433,44570,28.8893,105.514,32760,801,0.519191,1.89626,1088652,,0,,0,,,,,,,,,,,,,,,165,9
Jammu and Kashmir,2020-09-08,15427841,42241,1355,14,491,45925,29.7676,108.721,33251,815,0.528266,1.92941,1107406,,0,,0,,,,,,,,,,,,,,,165,7
Jammu and Kashmir,2020-09-09,15427841,42241,1617,17,620,47542,30.8157,112.549,33871,832,0.539285,1.96965,1131076,,0,,0,,,,,,,,,,,,,,,164,9
Jammu and Kashmir,2020-09-10,15427841,42241,1592,13,344,49134,31.8476,116.318,34215,845,0.547711,2.00043,1152563,,0,,0,,,,,,,,,,,,,,,151,10
Jammu and Kashmir,2020-09-11,15427841,42241,1578,9,474,50712,32.8704,120.054,34689,854,0.553545,2.02173,1177773,,0,,0,,,,,,,,,,,199,366,377,441,180,11
Jammu and Kashmir,2020-09-12,15427841,42241,1698,10,596,52410,33.9711,124.074,35285,864,0.560027,2.04541,1203799,,0,,0,,,,,,,,,,,193,358,395,434,187,9
Jammu and Kashmir,2020-09-13,15427841,42241,1686,14,452,54096,35.0639,128.065,35737,878,0.569101,2.07855,1231698,,0,,0,,,,,,,,,,,191,302,390,396,254,6
Jammu and Kashmir,2020-09-14,15427841,42241,1229,17,644,55325,35.8605,130.975,36381,895,0.58012,2.11879,1248495,,0,,0,,,,,,,,,,,192,344,307,402,168,10
Jammu and Kashmir,2020-09-15,15427841,42241,1329,19,681,56654,36.7219,134.121,37062,914,0.592435,2.16377,1270310,,0,,0,,,,,,,,,,,188,337,307,396,163,9
Jammu and Kashmir,2020-09-16,15427841,42241,1590,18,747,58244,37.7525,137.885,37809,932,0.604103,2.20639,1297329,,0,,0,,,,,,,,,,,165,296,293,346,155,10
Jammu and Kashmir,2020-09-17,15427841,42241,1467,19,712,59711,38.7034,141.358,38521,951,0.616418,2.25137,1320240,,0,,0,,,,,,,,,,,160,287,282,321,148,13
Jammu and Kashmir,2020-09-18,15427841,42241,1330,15,784,61041,39.5655,144.507,39305,966,0.626141,2.28688,1345750,,0,,0,,,,,,,,,,,189,362,360,403,177,13
Jammu and Kashmir,2020-09-19,15427841,42241,1492,21,960,62533,40.5326,148.039,40265,987,0.639753,2.33659,1369702,,0,,0,,,,,,,,,,,192,365,397,425,206,10
Jammu and Kashmir,2020-09-20,15427841,42241,1457,14,692,63990,41.477,151.488,40957,1001,0.648827,2.36974,1396729,,0,,0,,,,,,,,,,,183,308,381,380,257,9
Jammu and Kashmir,2020-09-21,15427841,42241,1036,23,1158,65026,42.1485,153.94,42115,1024,0.663735,2.42419,1415364,,0,,0,,,,,,,,,,,188,355,307,394,167,11
Jammu and Kashmir,2020-09-22,15427841,42241,1235,18,1619,66261,42.949,156.864,43734,1042,0.675402,2.4668,1436409,,0,,0,,,,,,,,,,,173,343,295,380,158,9
Jammu and Kashmir,2020-09-23,15427841,42241,1249,20,2796,67510,43.7586,159.821,46530,1062,0.688366,2.51415,1464565,,0,,0,,,,,,,,,,,148,319,274,345,150,11
Jammu and Kashmir,2020-09-24,15427841,42241,1104,22,1549,68614,44.4741,162.435,48079,1084,0.702626,2.56623,1487962,,0,,0,,,,,,,,,,,142,310,258,324,145,14
Jammu and Kashmir,2020-09-25,15427841,42241,1218,21,1478,69832,45.2636,165.318,49557,1105,0.716238,2.61594,1513224,,0,,0,,,,,,,,,,,161,376,332,396,171,15
Jammu and Kashmir,2020-09-26,15427841,42241,1217,20,1937,71049,46.0525,168.199,51494,1125,0.729201,2.66329,1539284,,0,,0,,,,,,,,,,,165,378,370,413,187,12
Jammu and Kashmir,2020-09-27,15427841,42241,1141,7,1365,72190,46.792,170.9,52859,1132,0.733738,2.67986,1563309,,0,,0,,,,,,,,,,,159,323,363,374,229,10
Jammu and Kashmir,2020-09-28,15427841,42241,824,14,1408,73014,47.3261,172.851,54267,1146,0.742813,2.713,1581606,,0,,0,,,,,,,,,,,166,381,282,382,162,12
Jammu and Kashmir,2020-09-29,15427841,42241,1081,18,1250,74095,48.0268,175.41,55517,1164,0.75448,2.75562,1600606,,0,,0,,,,,,,,,,,167,364,275,386,154,10
Jammu and Kashmir,2020-09-30,15427841,42241,975,17,1355,75070,48.6588,177.718,56872,1181,0.765499,2.79586,1622775,,0,,0,,,,,,,,,,,149,337,243,356,141,8
Jammu and Kashmir,2020-10-01,15427841,42241,1093,17,1680,76163,49.3672,180.306,58552,1198,0.776518,2.83611,1643722,,0,,0,,,,,,,,,,,148,342,215,350,128,7
Jammu and Kashmir,2020-10-02,15427841,42241,1090,14,1400,77253,50.0738,182.886,59952,1212,0.785593,2.86925,1667587,,0,,0,,,,,,,,,,,184,402,268,398,92,10
Jammu and Kashmir,2020-10-03,15427841,42241,975,19,1399,78228,50.7057,185.194,61351,1231,0.797908,2.91423,1685809,,0,,0,,,,,,,,,,,188,416,304,446,166,5
Jammu and Kashmir,2020-10-04,15427841,42241,878,11,1053,79106,51.2748,187.273,62404,1242,0.805038,2.94027,1707503,,0,,0,,,,,,,,,,,181,350,298,379,180,4
Jammu and Kashmir,2020-10-05,15427841,42241,632,10,1386,79738,51.6845,188.769,63790,1252,0.81152,2.96394,1723337,,0,,0,,,,,,,,,,,195,406,225,410,135,5
Jammu and Kashmir,2020-10-06,15427841,42241,738,16,1706,80476,52.1628,190.516,65496,1268,0.821891,3.00182,1741300,,0,,0,,,,,,,,,,,192,403,232,408,133,4
Jammu and Kashmir,2020-10-07,15427841,42241,621,14,2188,81097,52.5654,191.986,67684,1282,0.830965,3.03497,1761792,,0,,0,,,,,,,,,,,177,366,228,368,139,5
Jammu and Kashmir,2020-10-08,15427841,42241,696,9,1336,81793,53.0165,193.634,69020,1291,0.836799,3.05627,1780540,,0,,0,,,,,,,,,,,177,364,238,358,140,9
Jammu and Kashmir,2020-10-09,15427841,42241,636,15,959,82429,53.4287,195.14,69979,1306,0.846522,3.09178,1800252,,0,,0,,,,,,,,,,,216,445,308,442,172,10
Jammu and Kashmir,2020-10-10,15427841,42241,635,7,976,83064,53.8403,196.643,70955,1313,0.851059,3.10835,1818753,,0,,0,,,,,,,,,,,213,450,333,434,182,9
Jammu and Kashmir,2020-10-11,15427841,42241,569,9,890,83633,54.2091,197.99,71845,1322,0.856892,3.12966,1839765,,0,,0,,,,,,,,,,,205,398,329,393,218,7
Jammu and Kashmir,2020-10-12,15427841,42241,398,11,861,84031,54.4671,198.932,72706,1333,0.864022,3.1557,1854486,,0,,0,,,,,,,,,,,211,433,250,416,157,9
Jammu and Kashmir,2020-10-13,15427841,42241,677,7,796,84708,54.9059,200.535,73502,1340,0.86856,3.17227,1875262,,0,,0,,,,,,,,,,,216,436,252,421,154,7
Jammu and Kashmir,2020-10-14,15427841,42241,701,12,816,85409,55.3603,202.195,74318,1352,0.876338,3.20068,1902884,,0,,0,,,,,,,,,,,211,402,228,380,138,8
Jammu and Kashmir,2020-10-15,15427841,42241,648,6,1323,86057,55.7803,203.729,75641,1358,0.880227,3.21489,1929126,,0,,0,,,,,,,,,,,213,407,228,392,151,9
Jammu and Kashmir,2020-10-16,15427841,42241,697,8,838,86754,56.2321,205.379,76479,1366,0.885412,3.23382,1952850,,0,,0,,,,,,,,,,,245,507,295,490,177,11
Jammu and Kashmir,2020-10-17,15427841,42241,610,6,809,87364,56.6275,206.823,77288,1372,0.889301,3.24803,1978626,,0,,0,,,,,,,,,,,225,485,327,488,195,9
Jammu and Kashmir,2020-10-18,15427841,42241,578,7,598,87942,57.0021,208.191,77886,1379,0.893839,3.2646,2004113,,0,,0,,,,,,,,,,,236,440,330,447,220,7
Jammu and Kashmir,2020-10-19,15427841,42241,427,9,781,88369,57.2789,209.202,78667,1388,0.899672,3.28591,2023294,,0,,0,,,,,,,,,,,231,467,250,457,157,9
Jammu and Kashmir,2020-10-20,15427841,42241,589,9,770,88958,57.6607,210.596,79437,1397,0.905506,3.30721,2048631,,0,,0,,,,,,,,,,,229,451,253,454,154,7
Jammu and Kashmir,2020-10-21,15427841,42241,624,5,655,89582,58.0652,212.074,80092,1402,0.908747,3.31905,2075701,,0,,0,,,,,,,,,,,226,420,249,410,153,6
Jammu and Kashmir,2020-10-22,15427841,42241,584,10,710,90166,58.4437,213.456,80802,1412,0.915229,3.34272,2100760,,0,,0,,,,,,,,,,,229,422,257,413,147,6
Jammu and Kashmir,2020-10-23,15427841,42241,586,12,684,90752,58.8235,214.843,81486,1424,0.923007,3.37113,2125790,,0,,0,,,,,,,,,,,265,524,337,524,176,6
Jammu and Kashmir,2020-10-24,15427841,42241,577,6,733,91329,59.1975,216.209,82219,1430,0.926896,3.38534,2153529,,0,,0,,,,,,,,,,,244,499,355,493,148,5
Jammu and Kashmir,2020-10-25,15427841,42241,532,8,639,91861,59.5424,217.469,82858,1438,0.932081,3.40428,2175682,,0,,0,,,,,,,,,,,255,455,338,455,211,3
Jammu and Kashmir,2020-10-26,15427841,42241,364,6,627,92225,59.7783,218.331,83485,1444,0.93597,3.41848,2194292,,0,,0,,,,,,,,,,,243,466,254,433,111,6
Jammu and Kashmir,2020-10-27,15427841,42241,452,7,751,92677,60.0713,219.401,84236,1451,0.940507,3.43505,2214645,,0,,0,,,,,,,,,,,251,456,266,466,156,3
Jammu and Kashmir,2020-10-28,15427841,42241,536,4,546,93213,60.4187,220.669,84782,1455,0.9431,3.44452,2238671,,0,,0,,,,,,,,,,,232,429,240,416,152,4
Jammu and Kashmir,2020-10-29,15427841,42241,551,11,588,93764,60.7758,221.974,85370,1466,0.95023,3.47056,2261736,,0,,0,,,,,,,,,,,217,405,218,396,143,7
Jammu and Kashmir,2020-10-30,15427841,42241,566,5,654,94330,61.1427,223.314,86024,1471,0.953471,3.4824,2284588,,0,,0,,,,,,,,,,,243,495,266,459,118,11
Jammu and Kashmir,2020-10-31,15427841,42241,455,7,864,94785,61.4376,224.391,86888,1478,0.958008,3.49897,2303954,,0,,0,,,,,,,,,,,210,434,303,440,176,7
Jammu and Kashmir,2020-11-01,15427841,42241,540,4,629,95325,61.7876,225.669,87517,1482,0.960601,3.50844,2324411,,0,,0,,,,,,,,,,,264,473,307,455,222,5
Jammu and Kashmir,2020-11-02,15427841,42241,385,8,623,95710,62.0372,226.581,88140,1490,0.965786,3.52738,2343543,,0,,0,,,,,,,,,,,253,502,237,466,153,6
Jammu and Kashmir,2020-11-03,15427841,42241,478,12,578,96188,62.347,227.712,88718,1502,0.973565,3.55579,2366741,,0,,0,,,,,,,,,,,270,527,245,469,151,4
Jammu and Kashmir,2020-11-04,15427841,42241,512,9,536,96700,62.6789,228.925,89254,1511,0.979398,3.57709,2391065,,0,,0,,,,,,,,,,,219,412,228,377,144,7
Jammu and Kashmir,2020-11-05,15427841,42241,524,6,651,97224,63.0185,230.165,89905,1517,0.983287,3.5913,2414248,,0,,0,,,,,,,,,,,219,415,229,363,142,7
Jammu and Kashmir,2020-11-06,15427841,42241,581,6,632,97805,63.3951,231.54,90537,1523,0.987176,3.6055,2439196,,0,,0,,,,,,,,,,,238,492,288,424,125,10
Jammu and Kashmir,2020-11-07,15427841,42241,532,5,688,98337,63.74,232.8,91225,1528,0.990417,3.61734,2461279,,0,,0,,,,,,,,,,,253,512,332,467,195,6
Jammu and Kashmir,2020-11-08,15427841,42241,555,5,456,98892,64.0997,234.114,91681,1533,0.993658,3.62918,2486241,,0,,0,,,,,,,,,,,263,477,326,433,211,5
Jammu and Kashmir,2020-11-09,15427841,42241,460,9,564,99352,64.3979,235.203,92245,1542,0.999492,3.65048,2505835,,0,,0,,,,,,,,,,,238,474,245,432,148,6
Jammu and Kashmir,2020-11-10,15427841,42241,492,7,635,99844,64.7168,236.368,92880,1549,1.00403,3.66705,2529786,,0,,0,,,,,,,,,,,270,498,264,465,134,4
Jammu and Kashmir,2020-11-11,15427841,42241,507,9,433,100351,65.0454,237.568,93313,1558,1.00986,3.68836,2551946,,0,,0,,,,,,,,,,,242,453,233,390,147,5
